z [m],qc [MPa],fs [MPa],u2 [MPa],ID,Location ID,Blowcount [Blows/m],Normalised ENTRHU [-],Normalised hammer energy [-],Number of blows,Diameter [m],Bottom wall thickness [mm],Pile penetration [m],area ratio [-],Push,Total unit weight [kN/m3],Layer no,Vertical total stress [kPa],Water pressure [kPa],Vertical effective stress [kPa],qt [MPa],Delta u2 [MPa],Rf [%],Bq [-],Qt [-],Fr [%],qnet [MPa],Ic [-]
31.5,45.6261,0.4417,0.322875,EA__31_5,EA,,,,,,,,0.5,1.0,19.0,1.0,598.5,322.875,275.625,45.7875375,0.0,0.9646729746058085,0.0,163.95115646258503,0.9774494533104408,45.1890375,1.6232280919809459
32.0,48.141504761904756,0.5115666666666664,0.328,EA__32_0,EA,,,,,,,,0.5,1.0,19.0,1.0,608.0,328.0,280.0,48.30550476190476,0.0,1.0590235402531265,0.0,170.34823129251697,1.0725229112514216,47.69750476190476,1.643835216838659
32.5,58.0439,0.6583,0.333125,EA__32_5,EA,,,,,,,,0.5,1.0,19.0,1.0,617.5,333.125,284.375,58.2104625,0.0,1.1308963573343882,0.0,202.5247032967033,1.1430215974738234,57.5929625,1.6136681190951405
33.0,74.7235,0.7752,0.33825,EA__33_0,EA,,,,,,,,0.5,1.0,19.0,1.0,627.0,338.25,288.75,74.892625,0.0,1.0350818922423937,0.0,257.1969696969697,1.0438207447927623,74.265625,1.5086702093045554
33.5,84.35192727272727,0.6756363636363634,0.343375,EA__33_5,EA,,,,,,,,0.5,1.0,19.0,1.0,636.5,343.375,293.125,84.52361477272727,0.0,0.7993462719892653,0.0,286.1820546617561,0.8054113739241643,83.88711477272727,1.375164567508833
34.0,95.3227,0.8559,0.3485,EA__34_0,EA,,,,,,,,0.5,1.0,19.0,1.0,646.0,348.5,297.5,95.49695,-5.551115123125783e-17,0.8962589904703764,-5.852461280699648e-19,318.8267226890756,0.9023631286771508,94.85095,1.3906564157726276
34.5,70.33540322580633,0.5771967741935475,0.353625,EA__34_5,EA,,,,,,,,0.5,1.0,19.0,1.0,655.5,353.625,301.875,70.51221572580633,0.0,0.8185769915925403,0.0,231.4094102718222,0.8262581030277676,69.85671572580632,1.4441550215058834
35.0,93.07,0.8163,0.35875,EA__35_0,EA,,,,,,,,0.5,1.0,19.0,1.0,665.0,358.75,306.25,93.24937499999999,0.0,0.8753946072024612,0.0,302.3163265306122,0.8816822492996255,92.58437499999998,1.3928434290735225
35.5,96.52275757575758,0.8125727272727271,0.363875,EA__35_5,EA,,,,,,,,0.5,1.0,19.0,1.0,674.5,363.875,310.625,96.70469507575758,0.0,0.8402619196887647,0.0,309.1515334430828,0.8461637786236857,96.03019507575759,1.3691742855567346
36.0,96.4907,0.8245,0.369,EA__36_0,EA,,,,,,,,0.5,1.0,19.0,1.0,684.0,369.0,315.0,96.6752,0.0,0.8528557479063917,0.0,304.73396825396827,0.8589329021827,95.9912,1.3779755414410397
36.5,82.0759,0.7916,0.374125,EA__36_5,EA,,,,,,,,0.5,1.0,19.0,1.0,693.5,374.125,319.375,82.2629625,0.0,0.9622799567910042,0.0,255.4034050880626,0.9704612188660676,81.5694625,1.4743055366837488
37.0,70.40936666666674,0.6956000000000006,0.37925,EA__37_0,EA,,,,,,,,0.5,1.0,19.0,1.0,703.0,379.25,323.75,70.59899166666675,-5.551115123125783e-17,0.9852831939644083,-7.941964897785545e-19,215.8949549549552,0.9951929766120349,69.89599166666675,1.532029806210719
37.5,75.5322,0.6537,0.384375,EA__37_5,EA,,,,,,,,0.5,1.0,19.0,1.0,712.5,384.375,328.125,75.7243875,0.0,0.8632621822130946,0.0,228.60765714285714,0.8714618732930829,75.0118875,1.462027429017567
38.0,51.6454,0.5772,0.3895,EA__38_0,EA,,,,,,,,0.5,1.0,19.0,1.0,722.0,389.5,332.5,51.84015,0.0,1.1134227042167124,0.0,153.73879699248118,1.129148844392843,51.11815,1.6854928267412181
0.0,0.0,0.0,0.0,,,,,,,,,,,,19.0,1.0,0.0,0.0,0.0,,0.0,,,,,,
0.5,0.486,0.00222,0.01,BV__0_5,BV,,,,,2.48,50.0,28.0,0.75,1.0,19.0,1.0,9.5,5.125,4.375,0.4885,0.004875,0.45445240532241565,0.010177453027139875,109.48571428571427,0.4634655532359082,0.479,2.099540508390499
1.0,3.606,0.03015,0.008,BV__1_0,BV,,,,,2.48,50.0,28.0,0.75,1.0,19.0,1.0,19.0,10.25,8.75,3.6079999999999997,-0.0022500000000000003,0.8356430155210645,-0.0006269155753691837,410.17142857142846,0.8400668709947062,3.5889999999999995,1.7730754146166425
1.5,7.595,0.07964,0.014,BV__1_5,BV,,,,,2.48,50.0,28.0,0.75,1.0,19.0,1.0,28.5,15.375,13.125,7.5985,-0.0013749999999999995,1.0481015989998026,-0.0001816380449141347,576.7619047619047,1.0520475561426685,7.569999999999999,1.6919324691907562
2.0,1.117,0.034980000000000004,0.048,BV__2_0,BV,,,,,2.48,50.0,28.0,0.75,1.0,19.0,1.0,38.0,20.5,17.5,1.129,0.0275,3.0983170947741367,0.025206232813932174,62.342857142857135,3.2062328139321727,1.091,2.5057003974238623
2.5,7.250971830985918,0.08359394366197184,-0.1709154929577464,BV__2_5,BV,,,,,2.48,50.0,28.0,0.75,1.0,19.0,1.0,47.5,25.625,21.875,7.2082429577464815,-0.19654049295774642,1.1596993074732027,-0.02744694148602684,327.34824949698196,1.1673920451444224,7.160742957746481,1.7976022965075082
3.0,16.44463380281691,0.1384812676056338,0.01372359154929584,BV__3_0,BV,,,,,2.48,50.0,28.0,0.75,1.0,19.0,1.0,57.0,30.75,26.25,16.448064700704233,-0.01702640845070416,0.8419304649239656,-0.0010387615912450538,624.4215124077804,0.8448582818398859,16.391064700704234,1.5204958658111565
3.5,28.381,0.246,0.0351875,BV__3_5,BV,,,,,2.48,50.0,28.0,0.75,1.0,19.0,1.0,66.5,35.875,30.625,28.389796875000002,-0.0006875000000000075,0.8665084892404676,-2.4273304164913094e-05,924.8423469387756,0.8685429563008809,28.323296875,1.4139480906503457
4.0,38.0825,0.334575,0.0381875,BV__4_0,BV,4.0,0.18,0.24,5.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,76.0,41.0,35.0,38.092046875,-0.0028125000000000025,0.8783329525397158,-7.398191635357937e-05,1086.1727678571428,0.8800888769421795,38.016046875,1.365583004497426
4.5,38.258,0.346035,0.0411875,BV__4_5,BV,4.0,0.179375,0.2391666666666666,8.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,85.5,46.125,39.375,38.268296875000004,-0.0049374999999999974,0.9042341265677242,-0.00012931216160419096,969.7218253968255,0.9062589132294934,38.182796875,1.3838774806412537
5.0,35.08750000000001,0.307785,0.04518750000000001,BV__5_0,BV,4.0,0.17875,0.2383333333333333,11.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,95.0,51.25,43.75,35.09879687500001,-0.0060624999999999915,0.8769103997955766,-0.00017319549709562726,800.086785714286,0.8792903269868488,35.00379687500001,1.4013932394965893
5.5,34.741352941176466,0.3101688235294118,0.04914705882352942,BV__5_5,BV,10.0,0.181875,0.2425,16.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,104.5,56.375,48.125,34.75363970588235,-0.007227941176470583,0.8924786760591095,-0.00020860377018952372,719.9821237585942,0.8951703452445451,34.64913970588235,1.418188869283072
6.0,31.296,0.27993,0.055375,BV__6_0,BV,16.0,0.185,0.2466666666666667,21.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,114.0,61.5,52.5,31.30984375,-0.0061249999999999985,0.8940638676933673,-0.00019634025766653606,594.2065476190476,0.8973310747525463,31.195843749999998,1.4519270155143011
6.5,35.283,0.33566,0.058375,BV__6_5,BV,18.0,0.1890625,0.2520833333333333,30.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,123.5,66.625,56.875,35.297593750000004,-0.00825,0.9509430086859674,-0.00023454762071872852,618.4456043956045,0.9542818711569505,35.174093750000004,1.452008563846314
7.0,35.268,0.32874000000000003,0.063375,BV__7_0,BV,20.0,0.193125,0.2575,39.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,133.0,71.75,61.25,35.28384375,-0.008375000000000007,0.931701212399797,-0.00023825886114042447,573.8913265306122,0.9352264837170516,35.15084375,1.4525621627604155
7.5,38.624,0.37888,0.065375,BV__7_5,BV,22.0,0.1953125,0.2604166666666666,50.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,142.5,76.875,65.625,38.64034375,-0.011499999999999996,0.9805295792690767,-0.0002987180288506417,586.6338095238095,0.9841590153994013,38.49784375,1.4556189825793293
8.0,41.118,0.36745,0.066375,BV__8_0,BV,24.0,0.1975,0.2633333333333333,62.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,152.0,82.0,70.0,41.13459375,-0.015625,0.8932870523365749,-0.00038125942187346303,585.4656249999999,0.8966001572313855,40.98259375,1.4148490376514442
8.5,43.199134615384615,0.4121651923076923,0.07248798076923077,BV__8_5,BV,26.0,0.2225,0.2966666666666666,75.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,161.5,87.125,74.375,43.217256610576925,-0.014637019230769238,0.9537051276105749,-0.00033995498820646805,578.900929217841,0.9572824280747658,43.05575661057693,1.432265379944865
9.0,41.236875,0.39151375,0.078046875,BV__9_0,BV,28.0,0.2475,0.33,89.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,171.0,92.25,78.75,41.25638671875,-0.014203124999999997,0.9489773126982707,-0.0003456977318292629,521.7191964285714,0.9529270168006626,41.08538671875,1.4473361900641453
9.5,39.274615384615394,0.3708623076923077,0.08360576923076922,BV__9_5,BV,42.0,0.264375,0.3525,117.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,180.5,97.375,83.125,39.295516826923084,-0.013769230769230784,0.94377765617836,-0.00035201904246026926,470.55659340659344,0.9481328087708789,39.11501682692308,1.46315077884027
10.0,37.31235576923077,0.3502108653846154,0.08916466346153848,BV__10_0,BV,56.0,0.28125,0.375,145.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,190.0,102.5,87.5,37.33464693509615,-0.013335336538461529,0.938031812630863,-0.0003590109918600848,424.51025068681315,0.9428299749262614,37.144646935096155,1.4797954760167147
10.5,36.669,0.34567,0.0945,BV__10_5,BV,72.0,0.281875,0.3758333333333333,181.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,199.5,107.625,91.875,36.692625,-0.013124999999999998,0.9420694213074153,-0.00035965678466834503,397.2040816326531,0.9472195105242426,36.493125,1.49159228923039
11.0,40.319,0.37453,0.0955,BV__11_0,BV,88.0,0.2825,0.3766666666666666,217.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,209.0,112.75,96.25,40.342875,-0.01725,0.9283671528119897,-0.00042981147472054477,416.9753246753246,0.9332016905918006,40.133874999999996,1.467565515654748
11.5,41.687,0.41499,0.0975,BV__11_5,BV,90.0,0.3178125,0.42375,262.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,218.5,117.875,100.625,41.711375,-0.020375000000000004,0.9949084632189662,-0.0004910481618832151,412.351552795031,1.0001476157051061,41.492875,1.4888462156134126
12.0,38.044,0.36157,0.1025,BV__12_0,BV,92.0,0.353125,0.4708333333333333,307.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,228.0,123.0,105.0,38.069624999999995,-0.020500000000000004,0.9497598150756675,-0.0005417314927675545,360.39642857142854,0.9554822236095836,37.84162499999999,1.5014301713785063
12.5,36.076,0.34452,0.1035,BV__12_5,BV,90.0,0.38125,0.5083333333333333,351.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,237.5,128.125,109.375,36.101875,-0.024624999999999994,0.9542994650554854,-0.0006866145025530207,327.90285714285716,0.960618998658139,35.864375,1.5227842246839811
13.0,36.225,0.352935,0.1130267857142857,BV__13_0,BV,88.0,0.409375,0.5458333333333333,396.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,247.0,133.25,113.75,36.25325669642857,-0.020223214285714303,0.9735263315937318,-0.0005616583377777292,316.53852040816327,0.9802046432530358,36.00625669642857,1.5339422555308349
13.5,42.644,0.40214,0.11825,BV__13_5,BV,92.0,0.4221875,0.5629166666666666,441.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,256.5,138.375,118.125,42.673562499999996,-0.020125000000000004,0.9423633192096396,-0.00047445529732286407,359.0862433862433,0.9480618795797093,42.41706249999999,1.4836268952174567
14.0,45.842,0.47943,0.10425,BV__14_0,BV,96.0,0.435,0.58,487.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,266.0,143.5,122.5,45.8680625,-0.03925000000000002,1.0452370862623641,-0.000860706684045267,372.2617346938776,1.051334026832668,45.6020625,1.5069467307870588
14.5,40.626,0.33115,-0.10075,BV__14_5,BV,90.0,0.4534375,0.6045833333333333,530.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,275.5,148.625,126.875,40.600812499999996,-0.249375,0.8156240715626074,-0.006184081028510319,317.83497536945805,0.8211963639463428,40.325312499999995,1.4560967299851384
15.0,51.228,0.38837,0.12125,BV__15_0,BV,84.0,0.471875,0.6291666666666667,574.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,285.0,153.75,131.25,51.2583125,-0.0325,0.757672231211279,-0.0006375885420434467,388.3680952380953,0.7619084986874257,50.973312500000006,1.3701628354584576
15.5,42.819,0.37335,0.12325,BV__15_5,BV,86.0,0.4875,0.6499999999999999,617.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,294.5,158.875,135.625,42.849812500000006,-0.03562500000000002,0.871299028437989,-0.0008371457735153517,313.77188940092174,0.8773287706440881,42.55531250000001,1.4734307949706098
16.0,44.578888888888855,0.3177766666666666,0.1296944444444444,BV__16_0,BV,88.0,0.503125,0.6708333333333333,660.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,304.0,164.0,140.0,44.61131249999997,-0.03430555555555562,0.7123230608081007,-0.0007742639672752809,316.4808035714283,0.7172104303700814,44.307312499999966,1.3958180646108798
16.5,51.022,0.38249,0.139,BV__16_5,BV,84.0,0.4990625,0.6654166666666667,701.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,313.5,169.125,144.375,51.05675,-0.030124999999999985,0.7491467827466496,-0.0005936750208155761,351.4683982683983,0.7537751326531115,50.74325,1.3794547739429814
17.0,32.84,0.28843,0.14400000000000002,BV__17_0,BV,80.0,0.495,0.66,742.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,323.0,174.25,148.75,32.876000000000005,-0.03025,0.8773269254167173,-0.0009292538322120847,218.84369747899163,0.886032009338617,32.553000000000004,1.5684496881746037
17.5,21.136,0.19804,0.134,BV__17_5,BV,70.0,0.4984375,0.6645833333333333,773.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,332.5,179.375,153.125,21.1695,-0.045375,0.9354968232598786,-0.002177616739453856,136.07836734693876,0.9504247252483562,20.837,1.7386782147157531
18.0,23.154,0.18526,0.071,BV__18_0,BV,60.0,0.501875,0.6691666666666667,805.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,342.0,184.5,157.5,23.17175,-0.1135,0.7995080216211551,-0.004971583131659348,144.95079365079366,0.8114850140715514,22.82975,1.6642932628202
18.5,22.388,0.20064,0.14,BV__18_5,BV,64.0,0.49875,0.665,838.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,351.5,189.625,161.875,22.423000000000002,-0.049625,0.8947955224546225,-0.0022483746007294476,136.34903474903476,0.9090456017941689,22.0715,1.7169638119167616
19.0,21.475166666666695,0.2008333333333336,0.155,BV__19_0,BV,68.0,0.495625,0.6608333333333334,871.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,361.0,194.75,166.25,21.513916666666695,-0.03975000000000001,0.9335042821119663,-0.001879173478834674,127.23558897243124,0.9494356570212934,21.152916666666695,1.7507011109572257
19.5,31.908179487179517,0.3098589743589745,0.1453846153846154,BV__19_5,BV,70.0,0.484375,0.6458333333333334,905.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,370.5,199.875,170.625,31.94452564102567,-0.05449038461538461,0.9699908455082185,-0.0017257978198567938,185.0492345261578,0.9813730370712047,31.57402564102567,1.6368759781903977
20.0,42.34119230769232,0.4188846153846153,0.1357692307692308,BV__20_0,BV,72.0,0.473125,0.6308333333333334,940.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,380.0,205.0,175.0,42.375134615384624,-0.0692307692307692,0.98851512611487,-0.001648542619634966,239.97219780219783,0.9974598705802453,41.99513461538462,1.561634054136697
20.5,54.506,0.63226,0.157,BV__20_5,BV,70.0,0.475,0.6333333333333333,977.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,389.5,210.125,179.375,54.54525,-0.053125000000000006,1.1591476801371339,-0.0009809669333357954,301.9135888501742,1.1674845238040281,54.155750000000005,1.5544274291417712
21.0,59.056,0.74861,0.161,BV__21_0,BV,68.0,0.476875,0.6358333333333334,1014.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,399.0,215.25,183.75,59.09625,-0.05424999999999999,1.266763965564651,-0.0009242340995532158,319.4408163265306,1.2753749110903834,58.69725,1.5716427009949054
21.5,53.283,0.6792199999999999,0.14400000000000002,BV__21_5,BV,70.0,0.470625,0.6275,1050.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,408.5,220.375,188.125,53.319,-0.076375,1.273879855211088,-0.0014434753026336925,281.25182724252494,1.2837149526086502,52.910500000000006,1.6039678928510153
22.0,26.569000000000006,0.3543,-0.3670000000000001,BV__22_0,BV,72.0,0.464375,0.6191666666666666,1087.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,418.0,225.5,192.5,26.477250000000005,-0.5925000000000001,1.3381299039741663,-0.02273664821512515,135.3727272727273,1.3595940021297617,26.059250000000006,1.8338704331607152
22.5,33.721,0.3155,-0.298,BV__22_5,BV,72.0,0.4953125,0.6604166666666667,1124.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,427.5,230.625,196.875,33.646499999999996,-0.528625,0.9376903987041744,-0.015913332731268253,168.73142857142855,0.9497576688039979,33.218999999999994,1.637674577436193
23.0,32.665551724137934,0.4532779310344828,-0.030293103448275682,BV__23_0,BV,72.0,0.52625,0.7016666666666667,1162.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,437.0,235.75,201.25,32.65797844827586,-0.2660431034482757,1.387954651732012,-0.008256828819626102,160.10424073677447,1.4067789150541379,32.220978448275865,1.7899031359995525
23.5,32.856,0.38108,-0.27625,BV__23_5,BV,64.0,0.5290625,0.7054166666666666,1194.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,446.5,240.875,205.625,32.7869375,-0.5171250000000001,1.1622921475968897,-0.01599004342473722,157.27872340425532,1.1783390376212441,32.3404375,1.730380144966064
24.0,36.02,0.49424,0.15675,BV__24_0,BV,56.0,0.531875,0.7091666666666666,1226.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,456.0,246.0,210.0,36.0591875,-0.08925,1.3706354309841284,-0.002506798021946771,169.5389880952381,1.3881903130162152,35.6031875,1.764076151862376
24.5,40.086,0.58131,0.21275,BV__24_5,BV,68.0,0.5240625,0.69875,1260.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,465.5,251.125,214.375,40.1391875,-0.03837499999999999,1.4482355927109885,-0.0009672657728122699,185.0667638483965,1.4652280557485362,39.6736875,1.7563682870172228
25.0,38.153,0.5331899999999999,0.19475,BV__25_0,BV,80.0,0.51625,0.6883333333333334,1295.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,475.0,256.25,218.75,38.2016875,-0.06149999999999997,1.3957236836723508,-0.0016301457688274374,172.46485714285714,1.4132966219204905,37.7266875,1.7620054703332797
25.5,35.482,0.48111,0.19375,BV__25_5,BV,70.0,0.5534375,0.7379166666666667,1326.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,484.5,261.375,223.125,35.5304375,-0.06762500000000002,1.3540784573789726,-0.001929610243698004,157.0686274509804,1.3727982023594032,35.0459375,1.777967607022504
26.0,39.87144827586207,0.5180275862068965,0.210698275862069,BV__26_0,BV,60.0,0.590625,0.7875,1357.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,494.0,266.5,227.5,39.924122844827586,-0.055801724137931025,1.2975302881926938,-0.0014152054346249913,173.31922129594543,1.3137863867316126,39.43012284482759,1.7303551965813035
26.5,51.236,0.70954,0.2285,BV__26_5,BV,58.0,0.5853124999999999,0.7804166666666666,1384.5,2.48,50.0,28.0,0.75,1.0,19.0,1.0,503.5,271.625,231.875,51.293124999999996,-0.043125,1.3833042927292887,-0.0008490907345742364,219.0388140161725,1.397017599558965,50.789624999999994,1.6841216407585018
27.0,59.58714285714285,1.024308571428572,0.2260416666666667,BV__27_0,BV,56.0,0.58,0.7733333333333333,1412.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,513.0,276.75,236.25,59.64365327380952,-0.0507083333333333,1.717380668696165,-0.0008575642331993872,250.2884794658604,1.7322801537223411,59.13065327380952,1.7312552534574648
27.5,60.08892857142857,0.8389157142857145,0.2328125,BV__27_5,BV,56.0,0.5846875,0.7795833333333333,1441.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,522.5,281.875,240.625,60.147131696428566,-0.04906249999999998,1.3947726028231,-0.0008228562358220614,247.79067717996287,1.4069952139192239,59.624631696428565,1.6505350661968459
28.0,61.9442093023256,0.7671348837209302,0.25626453488372103,BV__28_0,BV,56.0,0.589375,0.7858333333333334,1470.0,2.48,50.0,28.0,0.75,1.0,19.0,1.0,532.0,287.0,245.0,62.00827543604653,-0.030735465116279004,1.2371492003710538,-0.0004999565262904217,250.92357320835322,1.247855173853167,61.476275436046535,1.5987835401839203
28.5,53.8209534883721,0.7969255813953487,0.2511773255813954,BV__28_5,BV,,,,,,,,0.75,1.0,19.0,1.0,541.5,292.125,249.375,53.88374781976745,-0.04094767441860464,1.4789720716178427,-0.0007676405868188844,213.90375065570908,1.493985750446808,53.34224781976745,1.7109769951841225
29.0,54.58808333333332,0.6086488888888885,-0.007437500000000169,BV__29_0,BV,,,,,,,,0.75,1.0,19.0,1.0,551.0,297.25,253.75,54.58622395833332,-0.30468750000000017,1.1150228844433012,-0.005638683023409793,212.94669540229876,1.1263928310137459,54.03522395833332,1.6023568931455043
29.5,58.43860416666666,0.728579444444444,0.05154687499999985,BV__29_5,BV,,,,,,,,0.75,1.0,19.0,1.0,560.5,302.375,258.125,58.45149088541666,-0.2508281250000002,1.246468538967961,-0.004332766137937818,224.27502522195317,1.258536835008607,57.89099088541666,1.6287376230323005
30.0,62.28912499999999,0.8485099999999997,0.1105312499999999,BV__30_0,BV,,,,,,,,0.75,1.0,19.0,1.0,570.0,307.5,262.5,62.31675781249999,-0.19696875000000008,1.3616080646445294,-0.003189944816181519,235.225744047619,1.3741774144264909,61.74675781249999,1.6486764430931915
30.5,66.13964583333333,0.9684405555555552,0.1695156249999999,BV__30_5,BV,,,,,,,,0.75,1.0,19.0,1.0,579.5,312.625,266.875,66.18202473958333,-0.1431093750000001,1.4632984701907026,-0.0021814613929584115,245.81742291178762,1.476224519406669,65.60252473958333,1.6641444715721476
31.0,69.99016666666667,1.088371111111111,0.2284999999999999,BV__31_0,BV,,,,,,,,0.75,1.0,19.0,1.0,589.0,317.75,271.25,70.04729166666667,-0.08925000000000013,1.553766155999766,-0.0012849437822098292,256.06743471582183,1.566941951774816,69.45829166666667,1.6763923785049513
31.5,73.8406875,1.208301666666666,0.2874843749999999,BV__31_5,BV,,,,,,,,0.5,1.0,19.0,1.0,598.5,322.875,275.625,73.9844296875,-0.03539062500000012,1.6331837276713022,-0.0004822535484759048,266.25280612244893,1.6465031809394368,73.3859296875,1.6856113405244166
32.0,83.42,1.65057,0.322875,BV__32_0,BV,,,,,,,,0.5,1.0,19.0,1.0,608.0,328.0,280.0,83.5814375,-0.005124999999999991,1.9748045132628882,-6.17667551739072e-05,296.33370535714283,1.9892751821930965,82.9734375,1.7367176631553856
32.5,79.751,1.33806,0.322875,BV__32_5,BV,,,,,,,,0.5,1.0,19.0,1.0,617.5,333.125,284.375,79.91243750000001,-0.010249999999999981,1.6744076915436348,-0.0001292642421213836,278.8393406593407,1.687446944516477,79.2949375,1.6825392810050839
33.0,83.73175862068966,1.604028965517242,0.3302974137931035,BV__33_0,BV,,,,,,,,0.5,1.0,19.0,1.0,627.0,338.25,288.75,83.8969073275862,-0.007952586206896484,1.9119047609873216,-9.550372351935953e-05,288.380631437528,1.9263008894761293,83.26990732758621,1.728286650455658
33.5,84.00299999999999,1.7562400000000002,0.33825,BV__33_5,BV,,,,,,,,0.5,1.0,19.0,1.0,636.5,343.375,293.125,84.17212499999998,-0.005124999999999991,2.086486470431869,-6.135107027690272e-05,284.98294243070353,2.1023844617191774,83.53562499999998,1.766664080763805
34.0,79.691,1.43609,0.33825,BV__34_0,BV,,,,,,,,0.5,1.0,19.0,1.0,646.0,348.5,297.5,79.860125,-0.010250000000000037,1.7982566393428512,-0.00012939611464495804,266.2659663865546,1.8129216222485576,79.214125,1.7210161164403737
34.5,81.32502325581395,1.64727465116279,0.3421434108527132,BV__34_5,BV,,,,,,,,0.5,1.0,19.0,1.0,655.5,353.625,301.875,81.4960949612403,-0.011481589147286808,2.021292740402147,-0.00014202751912936504,267.7949315486221,2.037682493495489,80.8405949612403,1.7672195699963942
35.0,77.49827906976742,1.5166758139534882,0.3490959302325581,BV__35_0,BV,,,,,,,,0.5,1.0,19.0,1.0,665.0,358.75,306.25,77.6728270348837,-0.00965406976744193,1.952646597081284,-0.0001253647861413976,251.45412909349776,1.9695086491227065,77.00782703488369,1.7679830415413078
35.5,73.67153488372091,1.3860769767441852,0.3560484496124031,BV__35_5,BV,,,,,,,,0.5,1.0,19.0,1.0,674.5,363.875,310.625,73.84955910852712,-0.007826550387596887,1.8768926903236451,-0.00010695652976500098,235.5736309328841,1.894193176787834,73.17505910852712,1.7679148463760437
36.0,69.8447906976744,1.255478139534883,0.3630009689922481,BV__36_0,BV,,,,,,,,0.5,1.0,19.0,1.0,684.0,369.0,315.0,70.02629118217052,-0.005999031007751898,1.792866819504703,-8.651330819155835e-05,220.13425772117628,1.810551855341196,69.34229118217053,1.7667084870983651
36.5,66.01804651162789,1.124879302325581,0.3699534883720931,BV__36_5,BV,,,,,,,,0.5,1.0,19.0,1.0,693.5,374.125,319.375,66.20302325581393,-0.00417151162790691,1.6991358506075391,-6.367794208511036e-05,205.1178810358166,1.7171233225632558,65.50952325581393,1.7639315200653483
37.0,64.042,1.0501200000000002,0.374125,BV__37_0,BV,,,,,,,,0.5,1.0,19.0,1.0,703.0,379.25,323.75,64.2290625,-0.005125000000000046,1.6349608092131194,-8.067554950379691e-05,196.21949806949806,1.6530538155107601,63.526062499999995,1.7605654995439595
37.5,77.169,1.7583,0.374125,BV__37_5,BV,,,,,,,,0.5,1.0,19.0,1.0,712.5,384.375,328.125,77.3560625,-0.010250000000000037,2.272995733204492,-0.00013373595466677373,233.58038095238092,2.2941261374691453,76.64356249999999,1.847219429030159
38.0,74.87432142857143,1.7263139285714284,0.3812633928571428,BV__38_0,BV,,,,,,,,0.5,1.0,19.0,1.0,722.0,389.5,332.5,75.064953125,-0.008236607142857233,2.299760216590994,-0.00011079203605227018,223.58782894736842,2.322094907460576,74.34295312500001,1.8629894555613515
38.5,74.328,1.63442,0.3895,BV__38_5,BV,,,,,,,,0.5,1.0,19.0,1.0,731.5,394.625,336.875,74.52275,-0.005124999999999991,2.193182618730522,-6.94526790100451e-05,219.04638218923935,2.214923856148256,73.79125,1.848526806624836
